CUSTOMER_ID,TARGET,AGE,GENDER,BALANCE,OCCUPATION,SCR,HOLDING PERIOD,ACCOUNT TYPE,LENGTH OF RELATIONSHIP IN MONTHS,Number of Credit Transactions,Number of debit transactions,Total No. of Transaction,No. of Branch Cash Withdrawal Transactions,No. of ATM Debit Transactions,No. of Net Debit Transactions,No. of Mobile Banking Debit Transactions,No. of Cheque Debit Transactions,"Has Credit Card - 1: Yes, 0: No",Amount Withdrawn from ATM,Amount cash withdrawn from Branch ,Amount debited by Cheque Transactions,Amount debited by Net Transactions,Amount debited by Mobile Banking Transactions,Total Amount Debited,Has any banking charges,Amount charged by way of the Other Bank ATM usage,Amount charged by way Minimum Balance not maintained,Amount charged by way Inward Cheque Bounce,Amount charged by way Outward Cheque Bounce,Avg. Amt withdrawn per ATM Transaction,Avg. Amt withdrawn per Cash Withdrawal Transaction,Avg. Amt debited per Cheque Transaction,Avg. Amt debited per Net Transaction,Avg. Amt debited per Mobile Banking Transaction,"Has Nominee - 1: Yes, 0: No","Has any earlier loan - 1: Yes, 0: No"
7840,1,53,MALE,16284.22,SELF EMPLOYEE,850,26,SA,74,6,4,8,1,2,0,0,1,1,15400,488190,87240,0,0,575430,0,0,0,0,0,0,488190,87240,0,0,1,1
7197,1,33,MALE,57970.7,PROFESSOR,288,17,CA,179,22,3,25,1,1,1,0,0,0,127200,978220,0,438215,0,1432935,1,0,0,0,0,16500,978220,0,438215,0,1,0
11779,1,47,MALE,251213.09,SALARIED EMPLOYEE,938,20,SA,157,8,6,14,0,1,1,0,4,0,14900,0,68160,569542,0,655502,0,0,0,0,0,17800,0,17040,569542,0,1,1
17146,1,30,MALE,18399.4,SELF EMPLOYEE,399,11,SA,94,10,5,15,1,1,1,0,2,1,15900,689350,38880,668611,0,1412641,0,0,0,0,0,15800,689350,19440,668611,0,1,0
13625,1,39,MALE,107899.17,SELF EMPLOYEE,532,1,SA,74,9,6,15,2,1,1,0,2,0,17700,885700,84140,197584,0,1183224,0,0,0,0,0,15800,442850,42070,197584,0,0,0
19772,1,48,MALE,301093.99,SELF EMPLOYEE,234,10,SA,197,7,4,11,3,0,0,0,1,1,12900,856580,0,0,0,856580,0,0,0,0,0,0,285526.67,0,0,0,1,1
19369,1,33,FEMALE,404142.04,PROFESSOR,161,1,CA,36,40,16,56,7,2,0,1,6,0,0,40850,932310,0,153585,1164045,0,0,0,0,0,18650,5835.71,155385,0,153585,1,0
3645,1,54,MALE,68545.48,PROFESSOR,755,19,SA,154,11,9,20,2,1,0,1,5,0,2400,935000,65880,0,147231,1161811,0,0,0,0,0,13700,467500,13176,0,147231,1,1
15595,1,54,MALE,243338.32,SALARIED EMPLOYEE,504,12,SA,187,0,4,4,0,0,0,0,4,1,0,0,24020,0,0,24020,0,0,0,0,0,0,0,6005,0,0,1,1
19880,1,35,MALE,3198046.67,SALARIED EMPLOYEE,596,13,SA,84,9,6,15,1,1,0,0,4,0,0,366560,19780,0,0,389040,0,0,0,0,0,2700,366560,4945,0,0,1,0
10668,1,49,MALE,118179.28,DEPENDANTS,517,7,SA,41,14,7,21,3,1,1,0,2,0,12700,449020,41150,570640,0,1065310,0,0,0,0,0,4500,149673.33,20575,570640,0,1,1
6270,1,44,MALE,14257.21,SELF EMPLOYEE,361,21,SA,31,17,3,20,1,2,0,0,0,0,2700,648920,0,0,0,696020,0,0,0,0,0,23550,648920,0,0,0,1,1
6839,1,28,MALE,39224.59,SELF EMPLOYEE,159,22,SA,148,0,2,2,1,0,1,0,0,0,0,882490,0,626941,0,1509431,0,0,0,0,0,0,882490,0,626941,0,0,0
16811,1,32,FEMALE,21261.02,SALARIED EMPLOYEE,316,6,SA,55,6,6,12,1,1,0,0,4,1,4800,233300,64980,0,0,314480,0,0,0,0,0,16200,233300,16245,0,0,1,1
9333,1,41,MALE,82017.87,DEPENDANTS,910,27,SA,161,6,1,7,0,1,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,5000,0,0,0,0,1,0
7886,1,46,MALE,217105.85,SELF EMPLOYEE,504,16,SA,100,20,16,36,3,2,0,1,10,0,0,0,614820,0,183829,847349,0,0,0,0,0,24350,0,61482,0,183829,1,0
677,1,38,MALE,1105262.15,SALARIED EMPLOYEE,652,16,SA,136,10,6,16,0,1,1,0,4,1,34000,0,70430,595421,0,675551,0,0,0,0,0,9700,0,17607.5,595421,0,0,1
12400,1,32,MALE,248534.6,SELF EMPLOYEE,973,19,SA,142,8,6,14,2,1,1,0,2,1,16200,596170,74860,924590,0,1603720,0,0,0,0,0,8100,298085,37430,924590,0,1,0
18027,1,41,MALE,6824.27,SELF EMPLOYEE,178,11,SA,117,20,14,34,5,2,4,1,2,0,8000,811330,47190,960304,96028,1931952,0,0,0,0,0,8550,162266,23595,240076,96028,1,0
6100,1,48,MALE,233540.97,PROFESSOR,405,8,CA,47,50,20,70,5,2,6,1,6,0,48700,113200,720080,497413,85857,1463750,0,0,0,0,0,23600,22640,120013.33,82902.17,85857,1,1
11300,1,29,MALE,844370.04,SELF EMPLOYEE,571,6,SA,104,7,6,13,0,1,1,0,4,0,0,0,90240,176794,0,271234,0,0,0,0,0,4200,0,22560,176794,0,1,0
18915,1,27,MALE,79678.94,SALARIED EMPLOYEE,561,17,CA,197,55,22,77,10,2,7,1,2,0,0,412060,21410,993323,69046,1528239,0,0,0,0,0,16200,41206,10705,141903.29,69046,1,1
8877,1,49,MALE,1800911.69,SELF EMPLOYEE,809,20,SA,56,7,7,14,2,1,0,0,4,0,0,20610,78590,0,0,109100,0,0,0,0,0,9900,10305,19647.5,0,0,1,1
3340,1,28,MALE,1676892.28,SALARIED EMPLOYEE,277,10,CA,92,16,21,37,0,2,6,1,12,1,8900,0,1674070,194683,127426,2007779,0,0,0,0,0,5800,0,139505.83,32447.17,127426,1,1
11225,1,28,MALE,845039.8,DEPENDANTS,280,16,CA,114,31,18,49,11,2,0,1,4,0,9900,856340,92450,0,52635,1034625,0,0,0,1,0,16600,77849.09,23112.5,0,52635,1,0
3617,1,24,MALE,478599.64,PROFESSOR,710,7,SA,121,7,6,13,1,1,0,0,4,0,0,696660,21860,0,0,736220,0,0,0,0,0,17700,696660,5465,0,0,1,0
16893,1,55,MALE,142580.28,DEPENDANTS,717,14,CA,73,7,7,14,1,1,1,0,4,1,0,516370,26280,609465,0,1160515,0,0,0,0,0,8400,516370,6570,609465,0,1,0
657,1,42,FEMALE,14449.49,SELF EMPLOYEE,275,15,SA,82,9,7,16,2,1,0,0,4,1,0,553720,71710,0,0,635530,0,0,0,0,0,10100,276860,17927.5,0,0,1,0
8066,1,39,MALE,220668.11,SELF EMPLOYEE,343,1,SA,128,10,5,15,1,1,1,0,2,0,33200,599000,91790,786021,0,1480411,0,0,0,0,0,3600,599000,45895,786021,0,1,1
4253,1,29,MALE,81354.71,PROFESSOR,105,8,SA,155,6,5,11,1,1,1,0,2,0,0,67570,84737,911898.8,0,1074605.8,0,0,0,0,0,10400,67570,42368.5,911898.8,0,1,1
2787,1,44,MALE,173112.77,PROFESSOR,148,9,CA,127,9,9,18,3,1,0,1,4,0,17800,813160,98320,0,195826,1120406,0,0,0,0,0,13100,271053.33,24580,0,195826,1,1
1451,1,45,MALE,5235.28,SALARIED EMPLOYEE,128,9,CA,141,51,21,72,4,2,6,1,8,1,500,444900,860090,207833,190815,1745838,0,0,0,0,0,21100,111225,107511.25,34638.83,190815,1,1
1893,1,30,MALE,172068.95,PROFESSOR,808,6,SA,83,11,10,21,4,1,0,1,4,0,10700,484330,90820,0,1305,587155,0,0,0,0,0,10700,121082.5,22705,0,1305,1,1
9885,1,45,FEMALE,773495.94,SALARIED EMPLOYEE,159,13,CA,183,8,8,16,2,1,1,0,4,0,0,224040,45510,120137,0,390687,0,0,0,0,0,1000,112020,11377.5,120137,0,1,0
2381,1,44,FEMALE,6942.92,DEPENDANTS,205,2,SA,193,5,5,10,1,1,1,0,2,0,42200,361410,84250,502789,0,965549,0,0,0,0,0,17100,361410,42125,502789,0,1,1
11786,1,40,MALE,17214.24,SALARIED EMPLOYEE,690,6,SA,182,18,14,32,4,2,3,1,4,1,10700,354890,40960,672963,57033,1142846,0,0,0,0,0,8500,88722.5,10240,224321,57033,1,0
3329,1,44,FEMALE,281162.96,PROFESSOR,257,9,SA,88,9,7,16,1,1,1,0,4,0,0,122220,47070,715814,0,889504,0,0,0,0,0,4400,122220,11767.5,715814,0,1,0
14729,1,49,MALE,52501.84,PROFESSOR,165,4,SA,93,14,6,20,1,1,0,0,4,1,6400,591560,55800,0,0,663560,0,0,0,0,0,16200,591560,13950,0,0,1,0
13967,1,28,MALE,1183662.15,DEPENDANTS,556,26,CA,97,24,3,27,1,1,0,0,1,0,12100,191480,44070,0,0,248950,1,0,0,0,0,13400,191480,44070,0,0,1,0
6170,1,55,FEMALE,41992.7,SELF EMPLOYEE,119,19,SA,82,10,6,16,1,1,0,0,4,0,0,548520,68970,0,0,625490,0,0,0,1,0,8000,548520,17242.5,0,0,1,0
10662,1,28,MALE,280289.05,DEPENDANTS,222,8,SA,150,4,3,7,1,0,0,0,2,0,8800,284600,51160,0,0,335760,0,0,0,0,0,0,284600,25580,0,0,1,0
5309,1,25,MALE,496848.49,SELF EMPLOYEE,852,10,SA,185,12,6,18,1,1,0,0,4,0,12100,492240,77690,0,0,581430,1,0,0,0,1,11500,492240,19422.5,0,0,1,1
6840,1,41,MALE,11934.02,SELF EMPLOYEE,948,1,SA,212,16,8,24,4,1,1,0,2,1,4800,835610,84880,676383,0,1610673,1,0,0,1,0,13800,208902.5,42440,676383,0,1,0
11283,1,41,MALE,168897,SALARIED EMPLOYEE,734,18,SA,84,10,8,18,4,1,1,0,2,1,13100,779980,30100,887056,0,1704636,0,0,0,0,0,7500,194995,15050,887056,0,1,1
17040,1,45,MALE,4368.75,SALARIED EMPLOYEE,903,1,SA,69,5,5,10,0,1,0,0,4,0,0,0,36040,0,0,49640,1,0,0,1,0,13600,0,9010,0,0,1,1
11219,1,33,MALE,3.93,SELF EMPLOYEE,528,10,CA,200,50,20,70,8,2,5,1,4,0,15100,518700,49450,221243,158114,964307,1,0,170,0,0,8400,64837.5,12362.5,44248.6,158114,0,1
10218,1,40,MALE,248107.94,DEPENDANTS,518,14,SA,75,0,4,4,0,0,0,0,4,1,7000,0,80140,0,0,80140,0,0,0,0,0,0,0,20035,0,0,1,0
5112,1,41,MALE,312156.09,DEPENDANTS,748,8,SA,100,2,2,4,0,0,0,0,2,0,0,0,29100,0,0,29100,0,0,0,0,0,0,0,14550,0,0,1,0
6734,1,27,MALE,79678.94,SALARIED EMPLOYEE,561,17,CA,197,55,22,77,10,2,7,1,2,0,19100,412060,21410,993323,69046,1528239,0,0,0,0,0,16200,41206,10705,141903.29,69046,1,1
1499,1,51,MALE,193849.54,SELF EMPLOYEE,736,15,SA,102,5,6,11,1,1,0,0,4,0,0,938790,18500,0,0,959890,0,0,0,0,1,2600,938790,4625,0,0,0,0
12957,1,30,MALE,25481.82,SELF EMPLOYEE,499,9,SA,74,1,1,2,0,0,0,0,1,0,14700,0,77670,0,0,77670,0,0,0,0,0,0,0,77670,0,0,1,0
4542,1,34,MALE,43974.03,SELF EMPLOYEE,667,17,SA,202,11,5,16,1,1,1,0,2,1,0,583970,31990,313295,0,948655,0,0,0,0,0,19400,583970,15995,313295,0,1,1
13016,1,41,MALE,5816.52,PROFESSOR,407,16,CA,75,33,19,52,5,2,6,1,5,0,9100,72010,268710,486449,175725,1038494,0,0,0,0,1,17800,14402,53742,81074.83,175725,1,0
6770,1,54,MALE,282365.36,SELF EMPLOYEE,852,1,SA,43,14,8,22,2,1,1,0,4,0,13700,423980,54880,534299,0,1019259,0,0,0,0,0,6100,211990,13720,534299,0,1,1
7097,1,52,MALE,1413177.5,PROFESSOR,799,15,CA,125,59,3,62,1,1,0,0,1,1,35600,368180,67710,0,0,436290,0,0,0,0,0,400,368180,67710,0,0,1,0
1576,1,37,FEMALE,34735.06,PROFESSOR,169,6,SA,39,14,7,21,3,1,1,0,2,1,0,263320,79320,612383,0,972223,0,0,0,0,0,17200,87773.33,39660,612383,0,1,1
17789,1,49,MALE,389625.31,SALARIED EMPLOYEE,315,30,CA,87,21,2,23,1,0,1,0,0,0,0,852900,0,127610,0,980510,0,0,0,0,0,0,852900,0,127610,0,1,0
772,1,28,MALE,22911.85,SELF EMPLOYEE,814,6,SA,47,9,7,16,2,1,0,0,4,0,2900,237350,44260,0,0,299010,0,0,0,0,0,17400,118675,11065,0,0,0,0
14546,1,43,MALE,255854.86,DEPENDANTS,716,1,SA,100,11,5,16,1,1,1,0,2,1,10800,181940,63900,832793,0,1081233,0,0,0,0,0,2600,181940,31950,832793,0,1,0
15522,1,28,FEMALE,92756.66,SELF EMPLOYEE,425,12,CA,36,15,18,33,9,2,0,1,6,0,1200,896690,223430,0,160448,1324268,0,0,0,0,0,21850,99632.22,37238.33,0,160448,1,1
7114,1,51,MALE,452800.65,DEPENDANTS,563,15,SA,161,16,15,31,1,2,4,1,7,0,68000,713420,446370,472558,96983,1735131,0,0,0,0,0,2900,713420,63767.14,118139.5,96983,1,1
4755,1,48,MALE,276870.38,DEPENDANTS,310,16,SA,62,6,5,11,1,1,1,0,2,1,16900,130530,76360,951354,0,1159644,0,0,0,0,0,1400,130530,38180,951354,0,1,1
11582,1,28,MALE,1676892.28,SALARIED EMPLOYEE,277,10,CA,92,16,21,37,0,2,6,1,12,1,0,0,1674070,194683,127426,2007779,0,0,0,0,0,5800,0,139505.83,32447.17,127426,1,1
5628,1,27,MALE,883026.86,DEPENDANTS,282,15,SA,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1862,1,43,MALE,143383.84,DEPENDANTS,370,20,SA,124,4,4,7,2,1,0,0,1,0,2600,801980,0,0,0,801980,1,0,0,0,0,0,400990,0,0,0,1,1
3536,1,43,MALE,23425.69,SELF EMPLOYEE,790,3,SA,220,6,5,11,0,1,0,0,4,0,0,0,80890,0,0,100790,0,0,0,0,0,19900,0,20222.5,0,0,1,0
1647,1,43,MALE,255666.43,PROFESSOR,614,15,SA,56,2,6,8,1,1,0,0,4,0,0,585720,66960,0,0,667380,0,0,0,0,0,14700,585720,16740,0,0,1,1
11674,1,42,FEMALE,797993.97,DEPENDANTS,616,14,SA,59,14,8,22,3,1,0,0,4,1,32400,683770,83160,0,0,778830,0,0,0,0,0,11900,227923.33,20790,0,0,0,0
1416,1,44,FEMALE,709996.99,SELF EMPLOYEE,148,19,SA,160,11,7,18,0,1,1,0,5,1,1100,0,743260,94531,0,852391,0,0,0,0,0,14600,0,148652,94531,0,1,1
11040,1,35,MALE,1029185.5,SELF EMPLOYEE,786,1,CA,131,57,23,80,2,3,7,1,10,1,12300,844910,1145790,151133,98372,2244205,0,0,0,0,0,1333.33,422455,114579,21590.43,98372,1,1
2944,1,55,MALE,117389.67,PROFESSOR,635,7,SA,204,4,3,7,1,0,0,0,2,0,0,988760,20010,0,0,1008770,0,0,0,0,0,0,988760,10005,0,0,1,1
16274,1,43,MALE,296977.6,DEPENDANTS,624,22,CA,92,39,3,42,2,1,0,0,0,0,35600,762630,0,0,0,770130,0,0,0,0,0,7500,381315,0,0,0,1,1
8786,1,39,OTHER,298047.77,SALARIED EMPLOYEE,473,21,CA,48,50,1,51,1,0,0,0,0,0,11200,83610,0,0,0,83610,0,0,0,0,0,0,83610,0,0,0,1,1
17446,1,33,MALE,103745.46,PROFESSOR,780,16,CA,120,64,3,67,2,1,0,0,0,0,44300,303760,0,0,0,321260,1,0,0,0,0,17500,151880,0,0,0,1,1
16207,1,28,MALE,8393.85,SELF EMPLOYEE,539,21,SA,204,2,3,5,2,0,1,0,0,0,7500,33970,0,527422,0,561392,0,0,0,0,0,0,16985,0,527422,0,1,0
7888,1,40,MALE,133338.94,DEPENDANTS,606,8,SA,44,14,7,21,1,1,1,0,4,1,35300,255010,79940,784977,0,1138727,0,0,0,0,0,18800,255010,19985,784977,0,1,1
5446,1,40,MALE,133338.94,DEPENDANTS,606,8,SA,44,14,7,21,1,1,1,0,4,1,3200,255010,79940,784977,0,1138727,0,0,0,0,0,18800,255010,19985,784977,0,1,1
13166,1,52,MALE,416389.22,PROFESSOR,344,5,SA,190,2,1,3,1,0,0,0,0,0,14200,655580,0,0,0,655580,0,0,0,0,0,0,655580,0,0,0,1,1
12291,1,41,MALE,119985.3,SELF EMPLOYEE,836,31,SA,56,14,2,16,0,1,1,0,0,1,2100,0,0,670377,0,672977,0,0,0,0,0,2600,0,0,670377,0,1,1
12621,1,24,FEMALE,575176.66,SELF EMPLOYEE,380,7,SA,123,16,15,31,8,2,4,1,0,1,35300,799090,0,226216,153639,1227745,0,0,0,0,0,24400,99886.25,0,56554,153639,1,1
2878,1,38,MALE,86332.22,SELF EMPLOYEE,726,7,SA,208,14,7,21,2,1,0,0,4,0,1100,255480,43660,0,0,311640,0,0,0,0,0,12500,127740,10915,0,0,1,1
10700,1,30,MALE,385982.33,DEPENDANTS,712,19,SA,202,5,4,9,2,0,0,0,2,1,31500,641510,19320,0,0,660830,1,0,0,0,0,0,320755,9660,0,0,1,0
17895,1,44,MALE,24666.22,PROFESSOR,597,2,SA,135,2,6,8,2,1,1,0,2,0,8500,420310,66472,463913,0,953195,0,0,0,0,0,2500,210155,33236,463913,0,1,0
18574,1,37,MALE,67929.33,DEPENDANTS,180,5,CA,80,30,28,58,4,3,8,2,11,0,15200,589530,617030,23722,18429,1300311,0,0,0,0,0,17200,147382.5,56093.64,2965.25,9214.5,1,0
14061,1,38,MALE,66776.69,DEPENDANTS,594,10,SA,175,16,7,23,3,1,1,0,2,1,0,510330,59330,881053,0,1459713,0,0,0,0,0,9000,170110,29665,881053,0,1,0
19617,1,50,MALE,89535.29,DEPENDANTS,359,4,SA,152,6,6,12,1,1,0,0,4,1,0,497790,78070,0,0,593760,0,0,0,0,0,17900,497790,19517.5,0,0,1,1
18141,1,55,FEMALE,630156.63,SELF EMPLOYEE,514,14,SA,37,0,0,0,0,0,0,0,0,1,95500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6914,1,28,MALE,475995.49,SALARIED EMPLOYEE,255,16,CA,116,53,21,74,4,2,6,1,8,0,11400,2560,641480,255068,101596,1019704,0,0,0,0,0,9500,640,80185,42511.33,101596,1,0
17424,1,37,FEMALE,34735.06,PROFESSOR,169,6,SA,39,14,7,21,3,1,1,0,2,1,17900,263320,79320,612383,0,972223,0,0,0,0,0,17200,87773.33,39660,612383,0,1,1
14010,1,30,MALE,42943.31,PROFESSOR,557,4,CA,122,18,23,41,3,3,7,1,9,1,1800,772370,275920,823395,88515,1977300,1,0,0,0,1,5700,257456.67,30657.78,117627.86,88515,1,1
10767,1,24,FEMALE,26357.37,SELF EMPLOYEE,166,18,SA,92,0,0,0,0,0,0,0,0,1,8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12925,1,25,MALE,233954.04,SELF EMPLOYEE,574,30,CA,186,70,2,72,2,0,0,0,0,0,0,824650,0,0,0,824650,1,0,0,0,0,0,412325,0,0,0,1,1
5324,1,39,MALE,489985.21,SELF EMPLOYEE,395,20,SA,124,6,6,12,0,1,1,0,4,0,5700,0,61820,366888,0,446508,0,0,0,0,0,17800,0,15455,366888,0,1,1
6413,1,36,MALE,3476.48,SALARIED EMPLOYEE,409,14,SA,156,20,14,34,6,2,4,1,1,1,19400,582270,23550,65303,196321,880844,0,0,0,0,0,6700,97045,23550,16325.75,196321,1,1
11348,1,42,FEMALE,24920.49,SALARIED EMPLOYEE,495,1,SA,96,14,11,25,3,1,0,1,6,0,29200,47100,94160,0,127353,279013,0,0,0,0,0,10400,15700,15693.33,0,127353,1,1
18032,1,48,MALE,438098.68,PROFESSOR,459,24,SA,114,14,4,18,4,0,0,0,0,0,17000,902130,0,0,0,902130,1,0,0,0,0,0,225532.5,0,0,0,1,0
3684,1,46,FEMALE,50603.81,PROFESSOR,143,27,CA,197,57,1,58,0,0,1,0,0,0,13400,0,0,330208,0,330208,0,0,0,0,0,0,0,0,330208,0,1,1
1384,1,34,MALE,124026.23,SELF EMPLOYEE,385,1,SA,211,8,6,14,1,1,0,0,4,1,2300,269500,74680,0,0,361680,0,0,0,0,0,17500,269500,18670,0,0,1,0
5038,1,55,MALE,9372.49,SALARIED EMPLOYEE,852,3,SA,192,17,9,26,2,1,0,1,5,0,0,650610,62620,0,56330,783060,0,0,0,0,0,13500,325305,12524,0,56330,1,0
11867,1,42,MALE,136165.05,PROFESSOR,941,11,SA,89,6,5,11,2,1,1,0,1,0,5300,946540,0,831899,0,1786639,0,0,0,0,0,8200,473270,0,831899,0,1,0
7700,1,43,MALE,18085.23,SALARIED EMPLOYEE,197,10,CA,66,31,18,49,4,2,0,1,11,1,2000,849490,4428580,0,148602,5447172,1,0,0,0,1,10250,212372.5,402598.18,0,148602,1,1
8027,1,28,MALE,62771.29,PROFESSOR,309,27,SA,140,18,1,19,1,0,0,0,0,0,0,558390,0,0,0,558390,0,0,0,0,0,0,558390,0,0,0,1,1
17578,1,43,OTHER,2663.38,PROFESSOR,939,10,CA,217,7,4,11,1,0,0,0,3,1,1000,410650,89350,0,0,5.00E+05,0,0,0,0,0,0,410650,29783.33,0,0,1,1
4157,1,45,MALE,2605768.62,PROFESSOR,251,13,SA,50,13,7,20,3,1,1,0,2,0,4500,56160,29950,705485,0,803395,1,0,0,1,0,11800,18720,14975,705485,0,1,0
18447,1,30,MALE,1037788.7,SALARIED EMPLOYEE,259,21,CA,183,29,2,31,1,0,1,0,0,0,0,187670,0,373027,0,560697,0,0,0,0,0,0,187670,0,373027,0,1,1
3955,1,31,MALE,58811.41,SELF EMPLOYEE,225,13,SA,158,6,6,12,0,1,1,0,4,0,0,0,56580,418008,0,488188,0,0,0,0,0,13600,0,14145,418008,0,1,1
4868,1,31,OTHER,14411.51,PROFESSOR,593,1,CA,145,17,22,39,4,2,7,1,8,0,0,636680,378500,93147,25651,1175578,0,0,0,0,0,20800,159170,47312.5,13306.71,25651,1,1
767,1,46,MALE,217105.85,SELF EMPLOYEE,504,16,SA,100,20,16,36,3,2,0,1,10,0,130100,0,614820,0,183829,847349,0,0,0,0,0,24350,0,61482,0,183829,1,0
15606,1,44,MALE,645820.76,SELF EMPLOYEE,139,16,SA,44,14,9,23,3,1,0,1,4,0,0,83680,63680,0,99337,265897,0,0,0,0,0,19200,27893.33,15920,0,99337,1,0
10312,1,28,MALE,231454.92,DEPENDANTS,452,1,CA,72,59,24,83,9,3,7,1,4,0,0,518390,325610,156776,60019,1131295,1,0,0,1,0,23500,57598.89,81402.5,22396.57,60019,1,1
4227,1,27,MALE,1464278.95,SALARIED EMPLOYEE,277,24,SA,203,2,2,4,1,1,0,0,0,1,39000,569620,0,0,0,569920,0,0,0,0,0,300,569620,0,0,0,1,0
2185,1,43,FEMALE,36612.52,SELF EMPLOYEE,180,7,SA,70,14,7,21,2,1,0,0,4,0,0,877250,91080,0,0,969930,0,0,0,0,0,1600,438625,22770,0,0,0,1
16583,1,43,MALE,8091.74,PROFESSOR,734,2,SA,128,8,5,13,0,1,0,0,4,0,0,0,70620,0,0,81120,0,0,0,0,0,10500,0,17655,0,0,1,1
9440,1,41,MALE,5816.52,PROFESSOR,407,16,CA,75,33,19,52,5,2,6,1,5,0,18200,72010,268710,486449,175725,1038494,0,0,0,0,1,17800,14402,53742,81074.83,175725,1,0
19645,1,29,MALE,931556.23,SELF EMPLOYEE,221,16,CA,175,71,3,74,1,1,1,0,0,0,5900,848130,0,247549,0,1097479,1,0,0,0,0,1800,848130,0,247549,0,1,1
7545,1,46,MALE,37452.34,SELF EMPLOYEE,667,8,SA,71,16,15,31,0,2,4,1,8,0,0,0,356770,706526,72469,1147765,0,0,0,0,0,6000,0,44596.25,176631.5,72469,1,1
6762,1,53,MALE,1619984.49,PROFESSOR,353,1,SA,204,6,6,12,1,1,0,0,4,1,0,865510,91170,0,0,961780,0,0,0,0,0,5100,865510,22792.5,0,0,1,0
14500,1,36,FEMALE,12524.94,SELF EMPLOYEE,397,22,SA,154,10,4,14,2,0,1,1,0,0,0,890370,0,289983,183654,1364007,0,0,0,0,0,0,445185,0,289983,183654,1,1
6771,1,36,MALE,120465.79,PROFESSOR,374,23,SA,79,18,4,22,0,3,0,1,0,1,43100,0,0,0,89907,114607,0,0,0,0,0,8233.33,0,0,0,89907,1,0
7179,1,49,MALE,566851.15,SELF EMPLOYEE,324,31,SA,30,11,2,13,1,0,0,1,0,1,0,494820,0,0,5459,500279,0,0,0,0,0,0,494820,0,0,5459,1,1
19751,1,43,MALE,72667.53,PROFESSOR,380,18,SA,200,6,6,12,2,1,1,0,2,1,9300,348220,35510,415895,0,800525,0,0,0,0,0,900,174110,17755,415895,0,1,1
7433,1,46,MALE,1082583.32,PROFESSOR,772,2,SA,140,19,15,34,1,2,4,1,7,0,0,376100,331560,821648,173815,1748723,0,0,0,0,0,22800,376100,47365.71,205412,173815,0,1
8904,1,29,MALE,9351.49,SELF EMPLOYEE,800,13,CA,135,56,23,79,3,3,7,1,9,0,0,966420,2208900,259238,48801,3494259,0,0,0,0,0,3633.33,322140,245433.33,37034,48801,1,1
19027,1,50,MALE,100857.88,SELF EMPLOYEE,789,31,SA,196,14,1,15,0,1,0,0,0,0,0,0,0,0,0,6600,0,0,0,0,0,6600,0,0,0,0,1,0
11984,1,41,MALE,219515.7,SELF EMPLOYEE,113,13,SA,98,12,6,18,2,1,1,0,2,0,0,178810,92940,674772,0,947722,0,0,0,0,0,1200,89405,46470,674772,0,1,0
14523,1,36,MALE,97786.38,SALARIED EMPLOYEE,946,17,SA,31,8,6,14,0,1,1,0,4,0,900,0,19590,76686,0,103976,0,0,0,0,0,7700,0,4897.5,76686,0,0,1
570,1,43,MALE,18085.23,SALARIED EMPLOYEE,197,10,CA,66,31,18,49,4,2,0,1,11,1,11500,849490,4428580,0,148602,5447172,1,0,0,0,1,10250,212372.5,402598.18,0,148602,1,1
9541,1,40,MALE,168455.12,SELF EMPLOYEE,807,22,CA,154,16,1,17,1,0,0,0,0,0,1800,824510,0,0,0,824510,0,0,0,0,0,0,824510,0,0,0,1,1
16503,1,36,MALE,12279.9,SALARIED EMPLOYEE,892,17,SA,185,5,5,10,1,1,1,0,2,0,6600,245750,70990,677537,0,1001277,0,0,0,0,0,7000,245750,35495,677537,0,1,1
3425,1,44,FEMALE,408792.62,DEPENDANTS,695,5,SA,102,4,3,7,1,0,0,0,2,1,10600,867200,24010,0,0,891210,0,0,0,0,0,0,867200,12005,0,0,1,0
5438,1,46,FEMALE,928036.76,SALARIED EMPLOYEE,379,7,SA,75,10,6,16,1,1,0,0,4,0,0,128730,37770,0,0,186000,0,0,0,0,0,19500,128730,9442.5,0,0,1,0
4361,1,52,MALE,91176.71,DEPENDANTS,827,16,SA,192,11,7,18,4,1,1,0,1,0,19500,352470,0,904652,0,1268022,0,0,0,0,0,10900,88117.5,0,904652,0,1,0
9795,1,37,FEMALE,76897.09,PROFESSOR,198,27,SA,123,10,2,12,1,1,0,0,0,1,48900,427240,0,0,0,436040,0,0,0,0,0,8800,427240,0,0,0,0,1
19267,1,46,MALE,79238.86,DEPENDANTS,901,15,CA,62,14,17,31,9,2,0,1,5,1,19200,424710,14020,0,62789,526019,0,0,0,0,0,12250,47190,2804,0,62789,0,0
1221,1,37,MALE,608054.79,DEPENDANTS,200,25,SA,30,10,2,11,1,1,0,0,0,0,0,271840,0,0,0,271840,0,0,0,0,0,0,271840,0,0,0,0,0
2146,1,36,MALE,200767.51,SELF EMPLOYEE,657,4,SA,79,14,12,26,4,1,4,1,2,0,8800,864370,25250,128775,107590,1143385,0,0,0,0,0,17400,216092.5,12625,32193.75,107590,1,0
